Alberhasky	^	0.0007099064214262666
for	P	0.06263253167830359
a	D	0.11789407709182075
29	$	0.002633228840125392
yard	N	0.0011462377518949899
gain	N	0.00040672952486596416
.	,	0.19289696469130704
City	^	0.0013552758954501452
high	^	0.0007099064214262666
on	P	0.04763382467028704
the	D	0.15863365716076464
29	$	0.002633228840125392
yard	N	0.0011462377518949899
line	N	0.000776483638380477
#listen	#	0.0014775016789791808
#canada	#	0.0014775016789791808
#1	$	0.002633228840125392
:	,	0.04216394796613669
Speak	V	0.0007141642577792892
Now	R	0.005506010081426909
(	,	0.020689655172413793
Deluxe	A	0.0015401540154015402
CD+DVD	N	0.000776483638380477
):	,	0.0008672310551311171
Speak	V	0.0007141642577792892
Now	R	0.005506010081426909
(	,	0.020689655172413793
Deluxe	A	0.0015401540154015402
CD+DVD	N	0.000776483638380477
)	,	0.017798884988643404
Taylor	^	0.0007099064214262666
Swift	^	0.0007099064214262666
(	,	0.020689655172413793
Performer	N	0.00040672952486596416
)	,	0.017798884988643404
|	G	0.01642905634758995
Format	N	0.00040672952486596416
:	,	0.04216394796613669
Audio	N	0.0011462377518949899
...	~	0.05649560795191863
http://bit.ly/dkWm38	U	0.0013213213213213214
its	L	0.02645122681029324
#humpdayyy	N	0.00040672952486596416
.	,	0.19289696469130704
Oh	!	0.005148914689550732
..	,	0.019037786495973572
For	P	0.003154900439617274
those	D	0.0019429645879034787
that	D	0.03014728925101849
are	V	0.0170379187213059
confused	A	0.0022735606894022735
..	,	0.019037786495973572
The	D	0.022626136007521155
rice	N	0.00040672952486596416
absorbs	V	0.00037408603978915156
the	D	0.15863365716076464
water	N	0.0011462377518949899
from	P	0.018670804241013708
ur	D	0.005076778439360702
phone	N	0.0033647624329820667
..	,	0.019037786495973572
like	R	0.0031795269484296237
drys	V	0.00037408603978915156
it	O	0.05611333538651062
out	P	0.007809671580036204
..	,	0.019037786495973572
don't	V	0.012276823669443973
ask	V	0.00207447712973984
how	R	0.0179139201240791
or	&	0.01708055723803755
why	R	0.012485459480418768
just	R	0.03342380767739434
know	V	0.007855806835572183
it	O	0.05611333538651062
does	V	0.00207447712973984
lol	!	0.054618879353861685
@USER_d908c17a	@	0.0008145131432802667
I	O	0.16328919002155837
told	V	0.0024145553477299777
you	O	0.08321527563905143
.	,	0.19289696469130704
It's	L	0.009694793536804308
not	R	0.02179139201240791
even	R	0.0070569988367584335
my	D	0.06273895330617361
Halloween	^	0.006518231687641174
costume	N	0.0011462377518949899
.	,	0.19289696469130704
Trololol	!	0.001110550227158001
<333	E	0.0014874915483434755
@USER_0b5e0aa7	@	0.0008145131432802667
-__-	E	0.002839756592292089
BOOF	!	0.001110550227158001
!	,	0.103696056163535
@USER_096f97c9	@	0.0008145131432802667
good	A	0.021342134213421342
mawnin	N	0.00040672952486596416
gorgeous	A	0.0008067473414008068
YOOOO	!	0.001110550227158001
IF	P	0.0010861132660977503
YOU	O	0.00498922081921774
A	D	0.010717643371983705
KOBE	^	0.0007099064214262666
FAN	N	0.00040672952486596416
TWEET	V	0.00037408603978915156
ME	O	0.0019094548814290115
,	,	0.09915341730332439
WHAT'S	L	0.0013165769000598444
#LAKERIN	V	0.00037408603978915156
@USER_b3af03f1	@	0.0008145131432802667
lol	!	0.054618879353861685
I	O	0.16328919002155837
know	V	0.007855806835572183
...	,	0.039273177782366296
RT	~	0.19889042995839112
@USER_f5eeff1e	@	0.0008145131432802667
:	~	0.17300046232085067
RT	~	0.19889042995839112
@USER_709c203c	@	0.0008145131432802667
RT	~	0.19889042995839112
@USER_c92ab6fd	@	0.0008145131432802667
:	~	0.17300046232085067
#Rush	#	0.0014775016789791808
:	~	0.17300046232085067
There	X	0.00689655172413793
are	V	0.0170379187213059
no	D	0.005703541209652147
excuses	N	0.00040672952486596416
for	P	0.06263253167830359
US	^	0.002000645369474024
soldiers	N	0.00040672952486596416
to	P	0.1277993276441686
not	R	0.02179139201240791
have	V	0.0170379187213059
the	D	0.15863365716076464
ballets	N	0.00040672952486596416
to	P	0.1277993276441686
vote	V	0.0013943206937595647
.	,	0.19289696469130704
Where	R	0.0039550213260953855
is	V	0.0377826900187043
the	D	0.15863365716076464
...	~	0.05649560795191863
RT	~	0.19889042995839112
@USER_741d38b6	@	0.0008145131432802667
:	~	0.17300046232085067
@USER_440dfb5a	@	0.0008145131432802667
Same	A	0.0008067473414008068
.	,	0.19289696469130704
Itd	L	0.0013165769000598444
go	V	0.007855806835572183
like	P	0.018670804241013708
this	O	0.0012935016938712659
:	,	0.04216394796613669
Random	A	0.0015401540154015402
Chick	N	0.000776483638380477
:	,	0.04216394796613669
I	O	0.16328919002155837
love	V	0.007855806835572183
RDJ	^	0.0007099064214262666
!	,	0.103696056163535
Me	O	0.00498922081921774
:	,	0.04216394796613669
No	!	0.001110550227158001
you	O	0.08321527563905143
don't	V	0.012276823669443973
.	,	0.19289696469130704
Random	A	0.0015401540154015402
Chick	N	0.000776483638380477
:	,	0.04216394796613669
Yeah	!	0.002120141342756184
,	,	0.09915341730332439
I	O	0.16328919002155837
do	V	0.008876041489542595
.	,	0.19289696469130704
Me	O	0.00498922081921774
:	,	0.04216394796613669
NO	!	0.0031297324583543667
,	,	0.09915341730332439
YO	O	0.0006775485063135202
...	~	0.05649560795191863
Photo	N	0.0022555000924385283
:	,	0.04216394796613669
love	V	0.007855806835572183
it	O	0.05611333538651062
.	,	0.19289696469130704
http://tumblr.com/xsgnbumjc	U	0.0013213213213213214
-	,	0.018624819326863516
$20	$	0.0013793103448275863
in	P	0.057977760537884664
advance	N	0.00040672952486596416
via	P	0.006775277993276442
http://bit.ly/bxPTqn-	U	0.0013213213213213214
$25	$	0.002633228840125392
at	P	0.033669511249030254
the	D	0.15863365716076464
door-	N	0.00040672952486596416
Party	V	0.00037408603978915156
with	P	0.03056633048875097
Chicago's	Z	0.001795918367346939
elite-	N	0.00040672952486596416
Network	N	0.00040672952486596416
opportunities	N	0.00040672952486596416
Today	N	0.0011462377518949899
.	,	0.19289696469130704
Please	V	0.00207447712973984
be	V	0.019418466247236865
over	P	0.003672097232997155
soon	R	0.0031795269484296237
.	,	0.19289696469130704
Thanks	N	0.0033647624329820667
.	,	0.19289696469130704
RT	~	0.19889042995839112
@USER_dfe42e91	@	0.0008145131432802667
:	~	0.17300046232085067
First	A	0.0022735606894022735
time	N	0.005583287114069144
seeing	V	0.0013943206937595647
Ye's	Z	0.001795918367346939
film	N	0.00040672952486596416
on	P	0.04763382467028704
VH1«-What	G	0.0014935505770536323
do	V	0.008876041489542595
you	O	0.08321527563905143
think	V	0.006155415745621493
about	P	0.017636410654253944
it	O	0.05611333538651062
?	,	0.05248812719388808
RT	~	0.19889042995839112
@USER_b04bb969	@	0.0008145131432802667
:	~	0.17300046232085067
If	P	0.008844065166795966
U	O	0.003757314444102248
R	V	0.001054242475769427
a	D	0.11789407709182075
scuba	N	0.00040672952486596416
diver	N	0.00040672952486596416
U	O	0.003757314444102248
must	V	0.0007141642577792892
read	V	0.00207447712973984
Barracuda	^	0.0007099064214262666
.	,	0.19289696469130704
This	D	0.009464117831400814
novel	N	0.00040672952486596416
has	V	0.0058153375276313556
more	A	0.009607627429409607
thrills	N	0.00040672952486596416
than	P	0.008326868373416086
JAWS	^	0.0007099064214262666
!	,	0.103696056163535
57	$	0.0013793103448275863
reviews	N	0.00040672952486596416
4stars	N	0.00040672952486596416
http://simurl.com	U	0.0013213213213213214
...	~	0.05649560795191863
RT	~	0.19889042995839112
@USER_8f0f9d3e	@	0.0008145131432802667
:	~	0.17300046232085067
[	,	0.003758001238901507
SDS]	G	0.0014935505770536323
!!	,	0.022754491017964073
favorite	A	0.0022735606894022735
song	N	0.0018857459789240155
new	A	0.017675100843417675
album	N	0.0011462377518949899
@USER_60f2ca9e	@	0.0008145131432802667
hehe	!	0.002120141342756184
*	,	0.008713607268222177
My	D	0.013851457223440928
cousin	N	0.00040672952486596416
is	V	0.0377826900187043
deff	R	0.0008530438154323381
losing	V	0.00037408603978915156
ha	D	0.0006894390473205892
fckn	A	0.0008067473414008068
mind	N	0.0015159918654095025
!	,	0.103696056163535
smh	G	0.00964019008825526
@USER_79a40aaa	@	0.0008145131432802667
oh	!	0.014235234729934376
ya	!	0.0031297324583543667
i	O	0.03701878657222051
bet	V	0.0017343989117497023
.	,	0.19289696469130704
Should	V	0.00037408603978915156
be	V	0.019418466247236865
lots	N	0.000776483638380477
of	P	0.06159813809154383
fun	N	0.0015159918654095025
for	P	0.06263253167830359
you	O	0.08321527563905143
.	,	0.19289696469130704
lol	!	0.054618879353861685
:-)	E	0.0014874915483434755
@USER_d009a287	@	0.0008145131432802667
lol	!	0.054618879353861685
ohhhhh	!	0.001110550227158001
tru	A	0.0015401540154015402
tru	A	0.0015401540154015402
hahaha	!	0.005148914689550732
gotta	V	0.00207447712973984
stay	V	0.0007141642577792892
safe	R	0.0008530438154323381
!!!!	,	0.004170968408011563
@USER_d388ca71	@	0.0008145131432802667
NO	!	0.0031297324583543667
.	,	0.19289696469130704
I	O	0.16328919002155837
just	R	0.03342380767739434
became	V	0.00037408603978915156
the	D	0.15863365716076464
mayor	N	0.00040672952486596416
of	P	0.06159813809154383
Off	^	0.0007099064214262666
5th	^	0.0007099064214262666
Saks	^	0.0007099064214262666
Fifth	^	0.0007099064214262666
Avenue	^	0.0007099064214262666
Outlet	N	0.00040672952486596416
on	P	0.04763382467028704
@USER_c1fbc1e2	@	0.0008145131432802667
!	,	0.103696056163535
http://4sq.com/cRd7gP	U	0.0013213213213213214
RT	~	0.19889042995839112
@USER_f9734926	@	0.0008145131432802667
:	~	0.17300046232085067
have	V	0.0170379187213059
a	D	0.11789407709182075
nice	A	0.0015401540154015402
flight	N	0.00040672952486596416
my	D	0.06273895330617361
beloved	A	0.0008067473414008068
sister	N	0.000776483638380477
ce	G	0.0014935505770536323
@USER_36ad6396	@	0.0008145131432802667
:)	E	0.04475997295469912
@USER_bee12c88	@	0.0008145131432802667
lmfao	!	0.004139323573952549
!	,	0.103696056163535
The	D	0.022626136007521155
Pub	N	0.00040672952486596416
Quiz	N	0.00040672952486596416
starts	V	0.00037408603978915156
in	P	0.057977760537884664
20	$	0.0038871473354231975
mins	N	0.000776483638380477
@USER_c1faf02c	@	0.0008145131432802667
on	P	0.04763382467028704
Southport	^	0.0007099064214262666
!	,	0.103696056163535
We're	L	0.0013165769000598444
there	R	0.005506010081426909
'	,	0.009952508775552343
til	P	0.0016033100594776313
11	$	0.0038871473354231975
so	P	0.008326868373416086
come	V	0.0037748682196905286
on	T	0.010387710314557425
down	R	0.0039550213260953855
anytime	R	0.002404032570763862
and	&	0.14669897032101756
still	R	0.011709965102753005
have	V	0.0170379187213059
a	D	0.11789407709182075
chance	N	0.0011462377518949899
to	P	0.1277993276441686
win	V	0.00207447712973984
!	,	0.103696056163535
@USER_071ed83b	@	0.0008145131432802667
I	O	0.16328919002155837
got	V	0.011256589015473559
a	D	0.11789407709182075
perfect	A	0.0015401540154015402
message	N	0.000776483638380477
on	P	0.04763382467028704
youtube	^	0.0013552758954501452
today	N	0.004104270660011093
from	P	0.018670804241013708
your	D	0.019492322156063932
friend	N	0.0015159918654095025
@USER_3eafd4d6	@	0.0008145131432802667
!	,	0.103696056163535
It	O	0.008068986757006468
made	V	0.0027546335657201155
me	O	0.051801663073606403
go	V	0.007855806835572183
ahhhhhhhhh	!	0.001110550227158001
!	,	0.103696056163535
Huge	A	0.0008067473414008068
Grin	N	0.00040672952486596416
;)	E	0.010953346855983773
@USER_67e01d5d	@	0.0008145131432802667
what	O	0.01484447182014167
happened	V	0.001054242475769427
?	,	0.05248812719388808
Ruling	N	0.00040672952486596416
strikes	V	0.00037408603978915156
down	T	0.01185076810534016
part	N	0.0018857459789240155
of	P	0.06159813809154383
Arizona	^	0.0007099064214262666
Voter	N	0.00040672952486596416
ID	N	0.00040672952486596416
law	N	0.00040672952486596416
-	G	0.012355736591989137
Yahoo	^	0.0013552758954501452
!	^	0.0013552758954501452
News	^	0.0013552758954501452
http://goo.gl/85TH	U	0.0013213213213213214
oh	!	0.014235234729934376
well-	!	0.001110550227158001
thank	V	0.0013943206937595647
god	^	0.0007099064214262666
for	P	0.06263253167830359
Suz	^	0.0007099064214262666
right	!	0.002120141342756184
^_^	E	0.002839756592292089
@USER_ab0f8e58	@	0.0008145131432802667
@USER_58f6f69d	@	0.0008145131432802667
she	O	0.009300893132121959
cant	V	0.0013943206937595647
Cus	P	0.0005689164727178692
she	O	0.009300893132121959
probably	R	0.0039550213260953855
the	D	0.15863365716076464
same	A	0.00374037403740374
size	N	0.00040672952486596416
as	P	0.012981639513835014
the	D	0.15863365716076464
bop	N	0.00040672952486596416
haha	!	0.010196870267541645
@USER_95480b7e	@	0.0008145131432802667
@USER_4db51cab	@	0.0008145131432802667
Yes	!	0.002120141342756184
!	,	0.103696056163535
DM	V	0.0007141642577792892
an	D	0.013224694453149484
email	N	0.0011462377518949899
address	N	0.00040672952486596416
to	P	0.1277993276441686
send	V	0.0013943206937595647
the	D	0.15863365716076464
link	N	0.0015159918654095025
to	P	0.1277993276441686
!	,	0.103696056163535
Help	V	0.0007141642577792892
us	O	0.009300893132121959
reach	V	0.0007141642577792892
500	$	0.0013793103448275863
!	,	0.103696056163535
RT	~	0.19889042995839112
"	,	0.029774932892835018
#GlareX2Mender	^	0.0007099064214262666
products	N	0.000776483638380477
!	,	0.103696056163535
All	D	0.0019429645879034787
this	D	0.03641491695393294
in	P	0.057977760537884664
one	$	0.036489028213166144
#contest	N	0.00040672952486596416
!	,	0.103696056163535
Details	N	0.00040672952486596416
here	R	0.014036448235750293
http://bit.ly/d6UmZd	U	0.0013213213213213214
.	,	0.19289696469130704
RT/Follow	V	0.00037408603978915156
@USER_146aeed9	@	0.0008145131432802667
to	P	0.1277993276441686
win	V	0.00207447712973984
!"	,	0.0008672310551311171
RT	~	0.19889042995839112
@USER_2e036a62	@	0.0008145131432802667
:	~	0.17300046232085067
You	O	0.012996612257468433
got	V	0.011256589015473559
Chris	^	0.0007099064214262666
Bosh	^	0.0007099064214262666
(	,	0.020689655172413793
the	D	0.15863365716076464
Velociraptor	N	0.00040672952486596416
)	,	0.017798884988643404
on	P	0.04763382467028704
the	D	0.15863365716076464
court	N	0.00040672952486596416
with	P	0.03056633048875097
Beetlejuice's	Z	0.001795918367346939
big	A	0.0030069673634030066
brother	N	0.0011462377518949899
(	,	0.020689655172413793
Paul	^	0.0026460148434979025
Pierce	^	0.0007099064214262666
)	,	0.017798884988643404
@USER_ae4e077b	@	0.0008145131432802667
Fasho	!	0.001110550227158001
main	N	0.00040672952486596416
.	,	0.19289696469130704
Stay	V	0.00037408603978915156
up	T	0.046964155084125825
.	,	0.19289696469130704
I	O	0.16328919002155837
just	R	0.03342380767739434
took	V	0.00207447712973984
"	,	0.029774932892835018
(	,	0.020689655172413793
ALL	D	0.001316201817612034
PARTS	N	0.000776483638380477
!	,	0.103696056163535
)	,	0.017798884988643404
You're	L	0.007301017354877318
an	D	0.013224694453149484
absolutely	R	0.0016285381930981001
normal	A	0.0015401540154015402
girl	N	0.0037345165464965796
and	&	0.14669897032101756
one	$	0.036489028213166144
day	N	0.007432057681641709
you	O	0.08321527563905143
saw	V	0.0017343989117497023
Jazmyn	^	0.0007099064214262666
Bi	^	0.0007099064214262666
..."	,	0.001280198224241173
and	&	0.14669897032101756
got	V	0.011256589015473559
:	,	0.04216394796613669
Part	N	0.0011462377518949899
6	$	0.007648902821316614
!	,	0.103696056163535
!	,	0.103696056163535
Try	V	0.001054242475769427
it	O	0.05611333538651062
:	,	0.04216394796613669
http://bit.ly/aUMrcL	U	0.0013213213213213214
We'll	L	0.0025134649910233393
see	V	0.007175650399591907
@USER_01559ac3	@	0.0008145131432802667
knows	V	0.0007141642577792892
what's	L	0.006104129263913824
up	T	0.046964155084125825
.	,	0.19289696469130704
And	&	0.013446396123561478
what's	L	0.006104129263913824
up	T	0.046964155084125825
is	V	0.0377826900187043
my	D	0.06273895330617361
dick	N	0.0011462377518949899
.	,	0.19289696469130704
@USER_c61ebba6	@	0.0008145131432802667
you	O	0.08321527563905143
tell	V	0.00207447712973984
me	O	0.051801663073606403
fool	N	0.000776483638380477
smoke	V	0.0007141642577792892
sumthin	N	0.00040672952486596416
women	N	0.000776483638380477
music	N	0.0022555000924385283
and	&	0.14669897032101756
pineapple	N	0.00040672952486596416
@USER_b1c4d838	@	0.0008145131432802667
What	O	0.006837080381890976
are	V	0.0170379187213059
three	$	0.002633228840125392
things	N	0.0015159918654095025
you	O	0.08321527563905143
guys	N	0.0015159918654095025
just	R	0.03342380767739434
cant	V	0.0013943206937595647
live	V	0.0024145553477299777
without	P	0.0016033100594776313
?	,	0.05248812719388808
#tellme	#	0.0014775016789791808
RT	~	0.19889042995839112
@USER_98f4cbb2	@	0.0008145131432802667
:	~	0.17300046232085067
6	$	0.007648902821316614
Productivity	N	0.000776483638380477
Principles	N	0.00040672952486596416
to	P	0.1277993276441686
Live	V	0.00037408603978915156
By	P	0.0005689164727178692
(	,	0.020689655172413793
My	D	0.013851457223440928
Personal	A	0.0008067473414008068
Productivity	N	0.000776483638380477
Manifesto	N	0.00040672952486596416
)	,	0.017798884988643404
http://bit.ly/bkDYWQ	U	0.0013213213213213214
@USER_77296748	@	0.0008145131432802667
I	O	0.16328919002155837
was	V	0.014317292977384799
really	R	0.015587436991081815
hoping	V	0.00037408603978915156
y'all	O	0.0019094548814290115
would	V	0.006155415745621493
be	V	0.019418466247236865
driving	V	0.0007141642577792892
through	P	0.003154900439617274
Albuquerque	^	0.0007099064214262666
on	P	0.04763382467028704
Halloween	^	0.006518231687641174
...	,	0.039273177782366296
I	O	0.16328919002155837
turn	V	0.0017343989117497023
21	$	0.0013793103448275863
and	&	0.14669897032101756
you're	L	0.013285457809694793
the	D	0.15863365716076464
authority	N	0.00040672952486596416
on	P	0.04763382467028704
cocktails	N	0.00040672952486596416
.	,	0.19289696469130704
Lamar	^	0.002000645369474024
odom	^	0.0007099064214262666
knocked	V	0.00037408603978915156
that	D	0.03014728925101849
ball	N	0.00040672952486596416
out	P	0.007809671580036204
@USER_75d04ad0	@	0.0008145131432802667
Hi	!	0.001110550227158001
hi	!	0.002120141342756184
!!!	,	0.012017344621102623
I'm	L	0.05757031717534411
good	A	0.021342134213421342
...	,	0.039273177782366296
what	O	0.01484447182014167
about	P	0.017636410654253944
u	O	0.03455497382198953
?	,	0.05248812719388808
@USER_5325eb4f	@	0.0008145131432802667
im	L	0.014482345900658288
good	A	0.021342134213421342
.	,	0.19289696469130704
how	R	0.0179139201240791
u	O	0.03455497382198953
doin	V	0.001054242475769427
luv	N	0.00040672952486596416
?	,	0.05248812719388808
Kanye	^	0.0007099064214262666
West's	Z	0.001795918367346939
"	,	0.029774932892835018
Runaway	^	0.0007099064214262666
"	,	0.029774932892835018
Movie	N	0.00040672952486596416
is	V	0.0377826900187043
on	P	0.04763382467028704
VH1	^	0.0007099064214262666
right	R	0.00938348196975572
Now	R	0.005506010081426909
,	,	0.09915341730332439
its	L	0.02645122681029324
good	A	0.021342134213421342
!...	,	0.00045426388602106137
FACT	N	0.00040672952486596416
!	,	0.103696056163535
Home	N	0.0015159918654095025
sweet	A	0.0015401540154015402
home	N	0.0033647624329820667
...	,	0.039273177782366296
(@	P	0.002120506852857512
Tracy's	Z	0.001795918367346939
Turf	^	0.0007099064214262666
)	,	0.017798884988643404
http://4sq.com/ch9ZTL	U	0.0013213213213213214
@USER_af3c0e2d	@	0.0008145131432802667
any	D	0.005703541209652147
new	A	0.017675100843417675
tatts	N	0.00040672952486596416
?	,	0.05248812719388808
Where's	L	0.0013165769000598444
ur	D	0.005076778439360702
tattoo	N	0.00040672952486596416
artist	N	0.0011462377518949899
?	,	0.05248812719388808
@USER_46df73b2	@	0.0008145131432802667
my	D	0.06273895330617361
comment	N	0.0011462377518949899
(	,	0.020689655172413793
currently	R	0.0016285381930981001
awaiting	V	0.00037408603978915156
moderation	N	0.00040672952486596416
)	,	0.017798884988643404
will	V	0.006495493963611631
probably	R	0.0039550213260953855
chase	V	0.00037408603978915156
them	O	0.008684939944564212
away	R	0.0039550213260953855
;)	E	0.010953346855983773
@USER_42786e4a	@	0.0008145131432802667
haha	!	0.010196870267541645
!	,	0.103696056163535
I	O	0.16328919002155837
seriously	R	0.002404032570763862
can't	V	0.004114946437680666
wait	V	0.0034347900017003908
for	P	0.06263253167830359
May	^	0.0007099064214262666
!	,	0.103696056163535
Damn	!	0.0031297324583543667
,	,	0.09915341730332439
its	L	0.02645122681029324
gonna	V	0.004114946437680666
be	V	0.019418466247236865
fun	N	0.0015159918654095025
!	,	0.103696056163535
Intel	^	0.0013552758954501452
Backs	V	0.00037408603978915156
Three	$	0.002633228840125392
Startups	N	0.00040672952486596416
From	P	0.002637703646237393
The	D	0.022626136007521155
Middle	^	0.0007099064214262666
East	^	0.0007099064214262666
:	,	0.04216394796613669
Nymgo	^	0.0007099064214262666
,	,	0.09915341730332439
Jeeran	^	0.0007099064214262666
,	,	0.09915341730332439
ShooFeeTV	^	0.0007099064214262666
:	,	0.04216394796613669
Intel’s	Z	0.001795918367346939
investment	N	0.00040672952486596416
arm	N	0.000776483638380477
,	,	0.09915341730332439
Intel	^	0.0013552758954501452
Capital	^	0.0007099064214262666
,...	~	0.0010171058714748037
http://bit.ly/bMuuQi	U	0.0013213213213213214
I	O	0.16328919002155837
taught	V	0.00037408603978915156
my	D	0.06273895330617361
brother	N	0.0011462377518949899
what	O	0.01484447182014167
herpes	N	0.00040672952486596416
is	V	0.0377826900187043
cause	P	0.0005689164727178692
one	$	0.036489028213166144
of	P	0.06159813809154383
my	D	0.06273895330617361
names	N	0.00040672952486596416
for	P	0.06263253167830359
a	D	0.11789407709182075
game	N	0.005583287114069144
I	O	0.16328919002155837
play	V	0.0013943206937595647
is	V	0.0377826900187043
mouthherpes	N	0.00040672952486596416
.	,	0.19289696469130704
xDD	E	0.0014874915483434755
Are	V	0.0007141642577792892
you	O	0.08321527563905143
allowed	V	0.0007141642577792892
to	P	0.1277993276441686
vote	V	0.0013943206937595647
?	,	0.05248812719388808
—	G	0.0014935505770536323
nope	!	0.001110550227158001
.	,	0.19289696469130704
3	$	0.0063949843260188086
more	A	0.009607627429409607
years	N	0.00040672952486596416
.	,	0.19289696469130704
http://4ms.me/c08ijl	U	0.0013213213213213214
@USER_2131bb3f	@	0.0008145131432802667
thanks	N	0.002625254205953041
:D	E	0.013657876943881
Global	A	0.0008067473414008068
food	N	0.0015159918654095025
crisis	N	0.00040672952486596416
forecast	V	0.00037408603978915156
as	P	0.012981639513835014
prices	N	0.00040672952486596416
reach	V	0.0007141642577792892
record	A	0.0008067473414008068
highs	N	0.00040672952486596416
-	G	0.012355736591989137
http://newzfor.me/?9524	U	0.0013213213213213214
@USER_edb6c17d	@	0.0008145131432802667
iight	!	0.002120141342756184
...	,	0.039273177782366296
hold	V	0.001054242475769427
on	T	0.010387710314557425
..	,	0.019037786495973572
n	&	0.007389460932768019
l0l	!	0.001110550227158001
...	,	0.039273177782366296
I	O	0.16328919002155837
saw	V	0.0017343989117497023
the	D	0.15863365716076464
My	D	0.013851457223440928
Girl	N	0.0015159918654095025
video	N	0.005213533000554631
..	,	0.019037786495973572
they	O	0.017924237757930398
all	R	0.002404032570763862
look	V	0.0024145553477299777
so	R	0.019464908879410624
cute	A	0.00374037403740374
..	,	0.019037786495973572
specially	R	0.0008530438154323381
ma	D	0.0006894390473205892
Ray-Ray	^	0.0007099064214262666
;)	E	0.010953346855983773
RT	~	0.19889042995839112
@USER_db94b1f0	@	0.0008145131432802667
:	~	0.17300046232085067
This	D	0.009464117831400814
girl	S	0.0018565400843881857
breath	N	0.00040672952486596416
next	P	0.0010861132660977503
to	P	0.1277993276441686
me	O	0.051801663073606403
is	V	0.0377826900187043
on	P	0.04763382467028704
10	$	0.010156739811912225
!!!!	,	0.004170968408011563
---	~	0.0010171058714748037
Its	L	0.007301017354877318
probably	R	0.0039550213260953855
yours	A	0.0008067473414008068
u	O	0.03455497382198953
smell	V	0.0017343989117497023
@USER_b6afd8f1	@	0.0008145131432802667
...	,	0.039273177782366296
when	R	0.01015897634742148
will	V	0.006495493963611631
you	O	0.08321527563905143
come	V	0.0037748682196905286
out	P	0.007809671580036204
to	P	0.1277993276441686
the	D	0.15863365716076464
field	N	0.00040672952486596416
:)	E	0.04475997295469912
Its	L	0.007301017354877318
hard	A	0.0022735606894022735
for	P	0.06263253167830359
me	O	0.051801663073606403
when	R	0.01015897634742148
I	O	0.16328919002155837
have	V	0.0170379187213059
too	P	0.0005689164727178692
ask	V	0.00207447712973984
,	,	0.09915341730332439
is	V	0.0377826900187043
it	O	0.05611333538651062
really	R	0.015587436991081815
that	R	0.0016285381930981001
dull	A	0.0008067473414008068
!?	,	0.001280198224241173
rape-the	G	0.0014935505770536323
unlawful	A	0.0008067473414008068
compelling	V	0.00037408603978915156
of	P	0.06159813809154383
a	D	0.11789407709182075
woman	N	0.000776483638380477
through	P	0.003154900439617274
physical	A	0.0008067473414008068
force	N	0.00040672952486596416
or	&	0.01708055723803755
duress	N	0.00040672952486596416
to	P	0.1277993276441686
have	V	0.0170379187213059
sexual	A	0.0008067473414008068
intercourse	N	0.00040672952486596416
.	,	0.19289696469130704
MC	^	0.0007099064214262666
Hammer	^	0.0013552758954501452
beefing	V	0.00037408603978915156
with	P	0.03056633048875097
Jay-z	^	0.0007099064214262666
!!??	,	0.00045426388602106137
Lmao	!	0.004139323573952549
